dataset,target_id,Ncryst
training,7T6A_A,130
training,7T7Z_A,204
training,7TBR_A,126
training,7TCY_A,49
training,7TEM_A,248
training,7TJB_A,169
training,7TLH_A,54
training,7TOI_A,482
training,7TW9_A,269
training,7TXS_A,209
training,7TXY_B,116
training,7TZ4_A,282
training,7UBZ_B,68
training,7UHE_A,67
training,7ULN_A,248
training,7UNO_A,315
training,7UR7_A,36
training,7UW7_A,56
training,7UX0_A,46
training,7UX7_A,397
training,7UXR_A,93
training,7UYG_A,151
training,7UZO_A,84
training,7V5Z_A,58
training,7VB3_A,400
training,7VBO_A,129
training,7VF6_A,292
training,7VFQ_A,347
training,7VLM_A,173
training,7VNI_A,69
training,7VU2_A,281
training,7VYT_A,63
training,7W0I_A,238
training,7W13_A,83
training,7W27_C,80
training,7W2I_A,206
training,7W3N_A,65
training,7W5G_A,418
training,7W89_A,125
training,7WAB_A,250
training,7WBO_A,178
training,7WF8_A,87
training,7WN7_A,104
training,7WVT_A,418
training,7WW6_A,99
training,7WXM_A,251
training,7WZ5_A,74
training,7WZF_A,214
training,7X0H_A,293
training,7X5D_A,60
training,7X8V_A,69
training,7XG9_A,366
training,7XJR_A,309
training,7XPK_A,103
training,7XQ4_A,264
training,7XQA_A,355
training,7XSG_A,353
training,7XV9_A,65
training,7XYR_A,295
training,7XYT_A,170
training,7Y39_A,56
training,7Y3W_A,293
training,7Y43_A,110
training,7Y4H_A,178
training,7Y56_A,151
training,7Y6C_F,9
training,7Y73_A,121
training,7Y88_A,284
training,7Y8I_A,64
training,7YA9_A,56
training,7YAO_A,307
training,7YCU_A,65
training,7YF2_A,135
training,7YFU_A,30
training,7YLR_A,336
training,7YLS_A,76
training,7YLS_B,176
training,7YTU_B,33
training,7YUG_A,145
training,7YWG_A,207
training,7YZ7_A,155
training,7Z5Z_A,169
training,7Z76_A,89
training,7Z76_B,81
training,7Z76_C,141
training,7ZEI_A,200
training,7ZER_A,249
training,7ZJF_A,53
training,7ZKH_A,149
training,7ZP0_A,147
training,7ZS8_A,268
training,7ZSF_A,166
training,7ZTF_A,84
training,7ZYA_A,273
training,7ZZK_A,435
training,8A26_A,118
training,8A4O_D,176
training,8A7C_A,295
training,8A8S_A,77
training,8A9X_A,88
training,8AIF_A,163
training,8AJY_A,169
training,8AJY_B,62
training,8AK1_B,81
training,8AKH_A,242
training,8AKP_A,106
training,8AQK_A,33
training,8AQK_B,97
training,8AV2_A,68
training,8AXI_A,518
training,8AYJ_A,213
training,8AYV_A,213
training,8B2F_A,53
training,8B2Q_I,84
training,8B3E_A,328
training,8B5V_A,169
training,8B6E_A,28
training,8B97_A,175
training,8BAR_A,88
training,8BBT_A,121
training,8BD1_A,142
training,8BD1_B,143
training,8BFT_A,195
training,8BJ2_A,389
training,8BKD_A,170
training,8BRS_A,205
training,8BRS_B,441
training,8BYK_A,177
training,8C1N_A,203
training,8C3X_A,261
training,8C4P_A,100
training,8C5N_A,156
training,8CI9_C,109
training,8COZ_A,327
training,8CR4_A,308
training,8CYK_A,53
training,8D19_A,315
training,8D2Z_A,154
training,8D8S_A,319
training,8DC1_A,168
training,8DEZ_A,98
training,8DFI_A,52
training,8DMU_A,273
training,8DOR_A,245
training,8DQ3_A,157
training,8DSC_A,517
training,8DV0_A,101
training,8DYG_A,79
training,8E18_A,456
training,8EBG_A,328
training,8EBL_A,168
training,8EC3_A,82
training,8EEN_A,444
training,8F60_C,53
training,8FKL_A,223
training,8FNR_A,131
training,8FUM_B,315
training,8FX9_A,193
training,8G28_A,126
training,8G7X_A,135
training,8GPH_A,133
training,8GQC_A,128
training,8GQZ_A,389
training,8H0N_A,134
training,8H0T_A,130
training,8HCZ_A,388
training,8HD2_A,188
training,8HDJ_B,89
training,8HE0_B,4
training,8HKA_A,285
training,8I3F_A,130
training,8I5V_A,161
training,8IQC_A,106
training,8IUB_A,513
training,8IWI_A,136
training,8J0L_A,78
training,8J50_A,229
training,8JJ7_A,465
training,8OWF_A,402
training,8SU3_A,265
